Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p65m150nlv18Zebra_DIA75msW83_TT0000230_B-A1_1_14631
Q9UJT0	Q9UJT0	TBE_HUMAN	TUBE1	Tubulin epsilon chain	59816
Q9UJU6	Q9UJU6;Q9UJU6-5	DBNL_HUMAN	DBNL	Drebrin-like protein	2.81597e+06
Q9UJV9	Q9UJV9	DDX41_HUMAN	DDX41	Probable ATP-dependent RNA helicase DDX41	1.09052e+06
Q9UJW0;Q9UJW0-2	Q9UJW0;Q9UJW0-2;Q9UJW0-3	DCTN4_HUMAN	DCTN4	Dynactin subunit 4	408946
Q9UJX2	Q9UJX2;Q9UJX2-3	CDC23_HUMAN	CDC23	Cell division cycle protein 23 homolog	552100
Q9UJX3;Q9UJX3-2	Q9UJX3;Q9UJX3-2	APC7_HUMAN	ANAPC7	Anaphase-promoting complex subunit 7	1.04606e+06
Q9UJX4	Q9UJX4;Q9UJX4-2;Q9UJX4-3	APC5_HUMAN	ANAPC5	Anaphase-promoting complex subunit 5	685333
Q9UJX5;Q9UJX5-3	Q9UJX5;Q9UJX5-3	APC4_HUMAN	ANAPC4	Anaphase-promoting complex subunit 4	416553
Q9UJX6;Q9UJX6-2	Q9UJX6;Q9UJX6-2	ANC2_HUMAN	ANAPC2	Anaphase-promoting complex subunit 2	377679
Q9UJY4	Q9UJY4	GGA2_HUMAN	GGA2	ADP-ribosylation factor-binding protein GGA2	106116
Q9UJY5;Q9UJY5-3;Q9UJY5-4;Q9UJY5-6	Q9UJY5;Q9UJY5-2;Q9UJY5-3;Q9UJY5-4;Q9UJY5-6	GGA1_HUMAN	GGA1	ADP-ribosylation factor-binding protein GGA1	339740
Q9UJZ1	Q9UJZ1;Q9UJZ1-2	STML2_HUMAN	STOML2	Stomatin-like protein 2, mitochondrial	4.61847e+06
Q9UK22	Q9UK22	FBX2_HUMAN	FBXO2	F-box only protein 2	83348
Q9UK23;Q9UK23-2;Q9UK23-3	Q9UK23;Q9UK23-2;Q9UK23-3	NAGPA_HUMAN	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	29343
Q9UK32;Q9UK32-2	Q9UK32;Q9UK32-2	KS6A6_HUMAN	RPS6KA6	Ribosomal protein S6 kinase alpha-6	74193
Q9UK41	Q9UK41;Q9UK41-2	VPS28_HUMAN	VPS28	Vacuolar protein sorting-associated protein 28 homolog	173868
Q9UK45	Q9UK45	LSM7_HUMAN	LSM7	U6 snRNA-associated Sm-like protein LSm7	838685
Q9UK58;Q9UK58-6	Q9UK58;Q9UK58-4;Q9UK58-6	CCNL1_HUMAN	CCNL1	Cyclin-L1	153740
Q9UK59	Q9UK59;Q9UK59-2	DBR1_HUMAN	DBR1	Lariat debranching enzyme	1.18754e+06
Q9UK61;Q9UK61-3;Q9UK61-4	Q9UK61;Q9UK61-2;Q9UK61-3;Q9UK61-4	TASOR_HUMAN	TASOR	Protein TASOR	789458
Q9UK73	Q9UK73	FEM1B_HUMAN	FEM1B	Protein fem-1 homolog B	54750
Q9UK76	Q9UK76;Q9UK76-2	JUPI1_HUMAN	JPT1	Jupiter microtubule associated homolog 1	1.78495e+06
Q9UK97;Q9UK97-2;Q9UK97-3	Q9UK97;Q9UK97-2;Q9UK97-3	FBX9_HUMAN	FBXO9	F-box only protein 9	112155
Q9UK99;Q9UK99-2;Q9UK99-3	Q9UK99;Q9UK99-2;Q9UK99-3	FBX3_HUMAN	FBXO3	F-box only protein 3	179836
Q9UKA4	Q9UKA4	AKA11_HUMAN	AKAP11	A-kinase anchor protein 11	50170
Q9UKA9;Q9UKA9-2;Q9UKA9-3;Q9UKA9-4	Q9UKA9;Q9UKA9-2;Q9UKA9-3;Q9UKA9-4;Q9UKA9-5;Q9UKA9-6	PTBP2_HUMAN	PTBP2	Polypyrimidine tract-binding protein 2	581730
Q9UKB1;Q9UKB1-2;Q9UKB1-3	Q9UKB1;Q9UKB1-2;Q9UKB1-3	FBW1B_HUMAN	FBXW11	F-box/WD repeat-containing protein 11	476424
Q9UKB3	Q9UKB3	DJC12_HUMAN	DNAJC12	DnaJ homolog subfamily C member 12	31385
Q9UKD1	Q9UKD1	GMEB2_HUMAN	GMEB2	Glucocorticoid modulatory element-binding protein 2	210621
Q9UKD2	Q9UKD2	MRT4_HUMAN	MRTO4	mRNA turnover protein 4 homolog	1.23109e+06
Q9UKE5-2;Q9UKE5-5	Q9UKE5;Q9UKE5-2;Q9UKE5-3;Q9UKE5-5	TNIK_HUMAN	TNIK	Isoform 2 of TRAF2 and NCK-interacting protein kinase	5149
Q9UKF6	Q9UKF6	CPSF3_HUMAN	CPSF3	Cleavage and polyadenylation specificity factor subunit 3	1.44031e+06
Q9UKG1	Q9UKG1	DP13A_HUMAN	APPL1	DCC-interacting protein 13-alpha	1.2461e+06
Q9UKI8;Q9UKI8-2;Q9UKI8-5	Q9UKI8;Q9UKI8-2;Q9UKI8-3;Q9UKI8-4;Q9UKI8-5	TLK1_HUMAN	TLK1	Serine/threonine-protein kinase tousled-like 1	405202
Q9UKI9;Q9UKI9-2;Q9UKI9-3	Q9UKI9;Q9UKI9-2;Q9UKI9-3	PO2F3_HUMAN	POU2F3	POU domain, class 2, transcription factor 3	78384
Q9UKJ3	Q9UKJ3	GPTC8_HUMAN	GPATCH8	G patch domain-containing protein 8	369055
Q9UKK3	Q9UKK3	PARP4_HUMAN	PARP4	Protein mono-ADP-ribosyltransferase PARP4	265819
Q9UKK6	Q9NPJ8;Q9NPJ8-2;Q9NPJ8-3;Q9NPJ8-4;Q9UKK6	NXT1_HUMAN	NXT1	NTF2-related export protein 1	107747
Q9UKK9	Q9UKK9	NUDT5_HUMAN	NUDT5	ADP-sugar pyrophosphatase	3.29582e+06
Q9UKL0	Q9UKL0	RCOR1_HUMAN	RCOR1	REST corepressor 1	422408
Q9UKL3	Q9UKL3	C8AP2_HUMAN	CASP8AP2	CASP8-associated protein 2	1.17499e+06
Q9UKM7	Q9UKM7	MA1B1_HUMAN	MAN1B1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	825690
Q9UKM9	Q9UKM9;Q9UKM9-2	RALY_HUMAN	RALY	RNA-binding protein Raly	3.89632e+06
Q9UKN8	Q9UKN8	TF3C4_HUMAN	GTF3C4	General transcription factor 3C polypeptide 4	2.03226e+06
Q9UKP4	Q9UKP4	ATS7_HUMAN	ADAMTS7	A disintegrin and metalloproteinase with thrombospondin motifs 7	12581
Q9UKS6	Q9UKS6	PACN3_HUMAN	PACSIN3	Protein kinase C and casein kinase substrate in neurons protein 3	2.26271e+06
Q9UKT4;Q9UKT4-2	Q9UKT4;Q9UKT4-2	FBX5_HUMAN	FBXO5	F-box only protein 5	533999
Q9UKT5;Q9UKT5-2	Q9UKT5;Q9UKT5-2	FBX4_HUMAN	FBXO4	F-box only protein 4	84797
Q9UKT7	Q9UKT7	FBXL3_HUMAN	FBXL3	F-box/LRR-repeat protein 3	157049
Q9UKT8	Q9UKT8	FBXW2_HUMAN	FBXW2	F-box/WD repeat-containing protein 2	31008
Q9UKU7;Q9UKU7-3	Q9UKU7;Q9UKU7-2;Q9UKU7-3	ACAD8_HUMAN	ACAD8	Isobutyryl-CoA dehydrogenase, mitochondrial	177816
Q9UKV3	Q9UKV3;Q9UKV3-2;Q9UKV3-3;Q9UKV3-5	ACINU_HUMAN	ACIN1	Apoptotic chromatin condensation inducer in the nucleus	5.00291e+06
Q9UKV8	Q9UKV8;Q9UKV8-2	AGO2_HUMAN	AGO2	Protein argonaute-2	2.94145e+06
Q9UKV8;Q9UL18	Q9UKV8;Q9UKV8-2;Q9UL18	AGO1_HUMAN;AGO2_HUMAN	AGO1;AGO2	Protein argonaute-2	53522
Q9UKW4;Q9UKW4-2;Q9UKW4-4	Q9UKW4;Q9UKW4-2;Q9UKW4-4	VAV3_HUMAN	VAV3	Guanine nucleotide exchange factor VAV3	305253
Q9UKX2	P11055;Q9UKX2	MYH2_HUMAN	MYH2	Myosin-2	137754
Q9UKX7	Q9UKX7;Q9UKX7-2	NUP50_HUMAN	NUP50	Nuclear pore complex protein Nup50	2.59509e+06
Q9UKY1	Q9UKY1	ZHX1_HUMAN	ZHX1	Zinc fingers and homeoboxes protein 1	192150
Q9UKY7	Q9UKY7;Q9UKY7-2	CDV3_HUMAN	CDV3	Protein CDV3 homolog	1.09083e+06
Q9UKZ1	Q9UKZ1	CNO11_HUMAN	CNOT11	CCR4-NOT transcription complex subunit 11	101277
Q9UKZ9	Q9UKZ9	PCOC2_HUMAN	PCOLCE2	Procollagen C-endopeptidase enhancer 2	561580
Q9UL03;Q9UL03-3	Q9UL03;Q9UL03-3	INT6_HUMAN	INTS6	Integrator complex subunit 6	666115
Q9UL15;Q9UL15-2	Q9UL15;Q9UL15-2	BAG5_HUMAN	BAG5	BAG family molecular chaperone regulator 5	781776
Q9UL18	Q9UL18	AGO1_HUMAN	AGO1	Protein argonaute-1	182323
Q9UL25	Q9UL25	RAB21_HUMAN	RAB21	Ras-related protein Rab-21	712667
Q9UL26	Q9UL26	RB22A_HUMAN	RAB22A	Ras-related protein Rab-22A	159763
Q9UL33;Q9UL33-2	Q9UL33;Q9UL33-2	TPC2L_HUMAN	TRAPPC2L	Trafficking protein particle complex subunit 2-like protein	38022
Q9UL40;Q9UL40-3	Q9UL40;Q9UL40-2;Q9UL40-3	ZN346_HUMAN	ZNF346	Zinc finger protein 346	291202
Q9UL45	Q9UL45	BL1S6_HUMAN	BLOC1S6	Biogenesis of lysosome-related organelles complex 1 subunit 6	16108
Q9UL46	Q9UL46	PSME2_HUMAN	PSME2	Proteasome activator complex subunit 2	2.48314e+06
Q9UL49;Q9UL49-1	Q9UL49;Q9UL49-1	TCFL5_HUMAN	TCFL5	Transcription factor-like 5 protein	47611
Q9UL54;Q9UL54-4	Q9UL54;Q9UL54-3;Q9UL54-4	TAOK2_HUMAN	TAOK2	Serine/threonine-protein kinase TAO2	387324
Q9UL63	Q9UL63	MKLN1_HUMAN	MKLN1	Muskelin	183924
Q9ULA0	Q9ULA0	DNPEP_HUMAN	DNPEP	Aspartyl aminopeptidase	887304
Q9ULC3	Q9ULC3	RAB23_HUMAN	RAB23	Ras-related protein Rab-23	528493
Q9ULC4;Q9ULC4-3	Q9ULC4;Q9ULC4-2;Q9ULC4-3	MCTS1_HUMAN	MCTS1	Malignant T-cell-amplified sequence 1	1.53349e+06
Q9ULC5;Q9ULC5-3	Q9ULC5;Q9ULC5-3;Q9ULC5-4	ACSL5_HUMAN	ACSL5	Long-chain-fatty-acid--CoA ligase 5	240425
Q9ULD2;Q9ULD2-2;Q9ULD2-5	Q9ULD2;Q9ULD2-2;Q9ULD2-5	MTUS1_HUMAN	MTUS1	Microtubule-associated tumor suppressor 1	150580
Q9ULD4	Q9ULD4	BRPF3_HUMAN	BRPF3	Bromodomain and PHD finger-containing protein 3	969892
Q9ULD5	Q9ULD5	ZN777_HUMAN	ZNF777	Zinc finger protein 777	1.18007e+06
Q9ULD9;Q9ULD9-2	Q9ULD9;Q9ULD9-2	ZN608_HUMAN	ZNF608	Zinc finger protein 608	135915
Q9ULE0	Q9ULE0	WWC3_HUMAN	WWC3	Protein WWC3	42817
Q9ULF5	Q9ULF5;Q9ULF5-2	S39AA_HUMAN	SLC39A10	Zinc transporter ZIP10	660608
Q9ULG1	Q9ULG1	INO80_HUMAN	INO80	Chromatin-remodeling ATPase INO80	989258
Q9ULG6;Q9ULG6-2;Q9ULG6-5	Q9ULG6;Q9ULG6-2;Q9ULG6-3;Q9ULG6-5	CCPG1_HUMAN	CCPG1	Cell cycle progression protein 1	121284
Q9ULH0	Q9ULH0;Q9ULH0-2;Q9ULH0-4;Q9ULH0-5	KDIS_HUMAN	KIDINS220	Kinase D-interacting substrate of 220 kDa	681712
Q9ULH1;Q9ULH1-2	Q9ULH1;Q9ULH1-2	ASAP1_HUMAN	ASAP1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	28736
Q9ULH7;Q9ULH7-4;Q9ULH7-5	Q9ULH7;Q9ULH7-4;Q9ULH7-5	MRTFB_HUMAN	MRTFB	Myocardin-related transcription factor B	2.89801e+06
Q9ULI0;Q9ULI0-2	Q9ULI0;Q9ULI0-2	ATD2B_HUMAN	ATAD2B	ATPase family AAA domain-containing protein 2B	205247
Q9ULI2;Q9ULI2-2	Q9ULI2;Q9ULI2-2	RIMKB_HUMAN	RIMKLB	Beta-citrylglutamate synthase B	93321
Q9ULJ3	Q9ULJ3;Q9ULJ3-2	ZBT21_HUMAN	ZBTB21	Zinc finger and BTB domain-containing protein 21	408251
Q9ULJ7	Q9ULJ7;Q9ULJ7-2	ANR50_HUMAN	ANKRD50	Ankyrin repeat domain-containing protein 50	238177
Q9ULJ8;Q9ULJ8-3;Q9ULJ8-4;Q9ULJ8-5	Q9ULJ8;Q9ULJ8-3;Q9ULJ8-4;Q9ULJ8-5	NEB1_HUMAN	PPP1R9A	Neurabin-1	744423
Q9ULK4;Q9ULK4-3;Q9ULK4-4;Q9ULK4-5	Q9ULK4;Q9ULK4-2;Q9ULK4-3;Q9ULK4-4;Q9ULK4-5;Q9ULK4-6	MED23_HUMAN	MED23	Mediator of RNA polymerase II transcription subunit 23	772507
Q9ULL1	Q9ULL1	PKHG1_HUMAN	PLEKHG1	Pleckstrin homology domain-containing family G member 1	2.43316e+06
Q9ULL5;Q9ULL5-2	Q9ULL5;Q9ULL5-2	PRR12_HUMAN	PRR12	Proline-rich protein 12	135313
Q9ULM3	Q9ULM3	YETS2_HUMAN	YEATS2	YEATS domain-containing protein 2	1.58054e+06
Q9ULM6	Q9ULM6	CNOT6_HUMAN	CNOT6	CCR4-NOT transcription complex subunit 6	47286
Q9ULP9;Q9ULP9-2	Q9ULP9;Q9ULP9-2	TBC24_HUMAN	TBC1D24	TBC1 domain family member 24	179619
Q9ULQ1;Q9ULQ1-3	Q9ULQ1;Q9ULQ1-3	TPC1_HUMAN	TPCN1	Two pore calcium channel protein 1	61616
Q9ULR0;Q9ULR0-1;Q9ULR0-2	Q9ULR0;Q9ULR0-1;Q9ULR0-2	ISY1_HUMAN	ISY1	Pre-mRNA-splicing factor ISY1 homolog	233841
Q9ULT0;Q9ULT0-4	Q9ULT0;Q9ULT0-3;Q9ULT0-4	TTC7A_HUMAN	TTC7A	Tetratricopeptide repeat protein 7A	348146
Q9ULT6;Q9ULT6-2	Q9ULT6;Q9ULT6-2	ZNRF3_HUMAN	ZNRF3	E3 ubiquitin-protein ligase ZNRF3	242934
Q9ULT8	Q9ULT8	HECD1_HUMAN	HECTD1	E3 ubiquitin-protein ligase HECTD1	720187
Q9ULU4;Q9ULU4-10;Q9ULU4-11;Q9ULU4-12;Q9ULU4-13;Q9ULU4-14;Q9ULU4-16;Q9ULU4-17;Q9ULU4-19;Q9ULU4-20;Q9ULU4-21;Q9ULU4-23;Q9ULU4-3;Q9ULU4-5;Q9ULU4-6;Q9ULU4-7;Q9ULU4-8;Q9ULU4-9	Q9ULU4;Q9ULU4-3;Q9ULU4-5;Q9ULU4-6;Q9ULU4-7;Q9ULU4-8;Q9ULU4-9;Q9ULU4-10;Q9ULU4-11;Q9ULU4-12;Q9ULU4-13;Q9ULU4-14;Q9ULU4-15;Q9ULU4-16;Q9ULU4-17;Q9ULU4-18;Q9ULU4-19;Q9ULU4-20;Q9ULU4-21;Q9ULU4-22;Q9ULU4-23	PKCB1_HUMAN	ZMYND8	Protein kinase C-binding protein 1	890844
Q9ULV0	Q9ULV0;Q9ULV0-2;Q9ULV0-3	MYO5B_HUMAN	MYO5B	Unconventional myosin-Vb	251763
Q9ULV3;Q9ULV3-2;Q9ULV3-5	Q9ULV3;Q9ULV3-2;Q9ULV3-3;Q9ULV3-4;Q9ULV3-5	CIZ1_HUMAN	CIZ1	Cip1-interacting zinc finger protein	106076
Q9ULV4;Q9ULV4-2;Q9ULV4-3	Q9ULV4;Q9ULV4-2;Q9ULV4-3	COR1C_HUMAN	CORO1C	Coronin-1C	3.47751e+06
Q9ULW0	Q9ULW0;Q9ULW0-2	TPX2_HUMAN	TPX2	Targeting protein for Xklp2	1.58045e+06
Q9ULW3	Q9ULW3	ABT1_HUMAN	ABT1	Activator of basal transcription 1	284932
Q9ULX3	Q9ULX3	NOB1_HUMAN	NOB1	RNA-binding protein NOB1	321953
Q9ULX6	Q9ULX6	AKP8L_HUMAN	AKAP8L	A-kinase anchor protein 8-like	1.40388e+06
Q9ULX9	Q9ULX9;Q9ULX9-2	MAFF_HUMAN	MAFF	Transcription factor MafF	102726
Q9UM00;Q9UM00-1;Q9UM00-2	Q9UM00;Q9UM00-2;Q9UM00-1	TMCO1_HUMAN	TMCO1	Calcium load-activated calcium channel	472775
Q9UM13	Q9UM13	APC10_HUMAN	ANAPC10	Anaphase-promoting complex subunit 10	259832
Q9UM19	Q9UM19	HPCL4_HUMAN	HPCAL4	Hippocalcin-like protein 4	137246
Q9UM22	Q9UM22;Q9UM22-3	EPDR1_HUMAN	EPDR1	Mammalian ependymin-related protein 1	387576
Q9UM54;Q9UM54-1;Q9UM54-4;Q9UM54-6	Q9UM54;Q9UM54-1;Q9UM54-2;Q9UM54-4;Q9UM54-5;Q9UM54-6	MYO6_HUMAN	MYO6	Unconventional myosin-VI	1.48896e+06
Q9UM73	Q9UM73	ALK_HUMAN	ALK	ALK tyrosine kinase receptor	176559
Q9UMF0	Q9UMF0	ICAM5_HUMAN	ICAM5	Intercellular adhesion molecule 5	3277
Q9UMN6	Q9UMN6	KMT2B_HUMAN	KMT2B	Histone-lysine N-methyltransferase 2B	481229
Q9UMR2	Q9UMR2;Q9UMR2-3	DD19B_HUMAN	DDX19B	ATP-dependent RNA helicase DDX19B	222726
Q9UMR5;Q9UMR5-3	Q9UMR5;Q9UMR5-2;Q9UMR5-3	PPT2_HUMAN	PPT2	Lysosomal thioesterase PPT2	338252
Q9UMS0;Q9UMS0-3	Q9UMS0;Q9UMS0-3	NFU1_HUMAN	NFU1	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	184920
Q9UMS4	Q9UMS4	PRP19_HUMAN	PRPF19	Pre-mRNA-processing factor 19	4.73547e+06
Q9UMX0	Q9UMX0;Q9UMX0-2;Q9UMX0-4	UBQL1_HUMAN	UBQLN1	Ubiquilin-1	671502
Q9UMX3	Q9UMX3	BOK_HUMAN	BOK	Bcl-2-related ovarian killer protein	13321
Q9UMX5	Q9UMX5	NENF_HUMAN	NENF	Neudesin	323584
Q9UMY1	Q9UMY1;Q9UMY1-2	NOL7_HUMAN	NOL7	Nucleolar protein 7	609853
Q9UMY4;Q9UMY4-1	Q9UMY4;Q9UMY4-1;Q9UMY4-3	SNX12_HUMAN	SNX12	Sorting nexin-12	1.16692e+06
Q9UMZ2;Q9UMZ2-5	Q9UMZ2;Q9UMZ2-3;Q9UMZ2-4;Q9UMZ2-5;Q9UMZ2-6;Q9UMZ2-7;Q9UMZ2-8;Q9UMZ2-9	SYNRG_HUMAN	SYNRG	Synergin gamma	184421
Q9UN36;Q9UN36-2;Q9UN36-3;Q9UN36-4;Q9UN36-6	Q9UN36;Q9UN36-2;Q9UN36-3;Q9UN36-4;Q9UN36-6	NDRG2_HUMAN	NDRG2	Protein NDRG2	66953
Q9UN37	Q9UN37	VPS4A_HUMAN	VPS4A	Vacuolar protein sorting-associated protein 4A	1.20132e+06
Q9UN79	Q9UN79	SOX13_HUMAN	SOX13	Transcription factor SOX-13	40002
Q9UN81	Q9UN81	LORF1_HUMAN	L1RE1	LINE-1 retrotransposable element ORF1 protein	152898
Q9UN86	Q9UN86;Q9UN86-2	G3BP2_HUMAN	G3BP2	Ras GTPase-activating protein-binding protein 2	2.24083e+06
Q9UNE7	Q9UNE7	CHIP_HUMAN	STUB1	E3 ubiquitin-protein ligase CHIP	658068
Q9UNF0	Q9UNF0;Q9UNF0-2	PACN2_HUMAN	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2	1.52771e+06
Q9UNF1;Q9UNF1-2	Q9UNF1;Q9UNF1-2	MAGD2_HUMAN	MAGED2	Melanoma-associated antigen D2	872642
Q9UNH6;Q9UNH6-2;Q9UNH6-3	Q9UNH6;Q9UNH6-2;Q9UNH6-3	SNX7_HUMAN	SNX7	Sorting nexin-7	28656
Q9UNH7	Q9UNH7;Q9UNH7-2	SNX6_HUMAN	SNX6	Sorting nexin-6	2.59371e+06
Q9UNH7;Q9Y5X3	Q9Y5X3;Q9UNH7	SNX5_HUMAN;SNX6_HUMAN	SNX5;SNX6	Sorting nexin-6	418819
Q9UNI6	Q9UNI6	DUS12_HUMAN	DUSP12	Dual specificity protein phosphatase 12	616074
Q9UNK0	Q9UNK0	STX8_HUMAN	STX8	Syntaxin-8	363227
Q9UNL2;Q9UNL2-2	Q9UNL2;Q9UNL2-2	SSRG_HUMAN	SSR3	Translocon-associated protein subunit gamma	375235
Q9UNM6	Q9UNM6;Q9UNM6-2	PSD13_HUMAN	PSMD13	26S proteasome non-ATPase regulatory subunit 13	5.07496e+06
Q9UNN5	Q9UNN5;Q9UNN5-2	FAF1_HUMAN	FAF1	FAS-associated factor 1	945481
Q9UNN8	Q9UNN8	EPCR_HUMAN	PROCR	Endothelial protein C receptor	526461
Q9UNP9;Q9UNP9-2;Q9UNP9-3	Q9UNP9;Q9UNP9-2;Q9UNP9-3	PPIE_HUMAN	PPIE	Peptidyl-prolyl cis-trans isomerase E	737393
Q9UNQ2	Q9UNQ2	DIM1_HUMAN	DIMT1	Probable dimethyladenosine transferase	905644
Q9UNS1;Q9UNS1-2	Q9UNS1;Q9UNS1-2	TIM_HUMAN	TIMELESS	Protein timeless homolog	59599
Q9UNS2	Q9UNS2;Q9UNS2-2	CSN3_HUMAN	COPS3	COP9 signalosome complex subunit 3	2.19513e+06
Q9UNW1;Q9UNW1-4	Q9UNW1;Q9UNW1-4	MINP1_HUMAN	MINPP1	Multiple inositol polyphosphate phosphatase 1	268379
Q9UNX3	Q9UNX3	RL26L_HUMAN	RPL26L1	60S ribosomal protein L26-like 1	259811
Q9UNX4	Q9UNX4	WDR3_HUMAN	WDR3	WD repeat-containing protein 3	2.70098e+06
Q9UNY4	Q9UNY4;Q9UNY4-2	TTF2_HUMAN	TTF2	Transcription termination factor 2	1.25047e+06
Q9UNZ2;Q9UNZ2-5	Q9UNZ2;Q9UNZ2-4;Q9UNZ2-5;Q9UNZ2-6	NSF1C_HUMAN	NSFL1C	NSFL1 cofactor p47	2.13138e+06
Q9UNZ5	Q9UNZ5	L10K_HUMAN	C19orf53	Leydig cell tumor 10 kDa protein homolog	50854
Q9UP83;Q9UP83-2	Q9UP83;Q9UP83-2;Q9UP83-3	COG5_HUMAN	COG5	Conserved oligomeric Golgi complex subunit 5	646946
Q9UP95;Q9UP95-2;Q9UP95-5;Q9UP95-6	Q9UP95;Q9UP95-2;Q9UP95-3;Q9UP95-4;Q9UP95-5;Q9UP95-6	S12A4_HUMAN	SLC12A4	Solute carrier family 12 member 4	286276
Q9UPA5	Q9UPA5	BSN_HUMAN	BSN	Protein bassoon	471313
Q9UPM8	Q9UPM8;Q9UPM8-2	AP4E1_HUMAN	AP4E1	AP-4 complex subunit epsilon-1	382088
Q9UPN3	Q9UPN3;Q9UPN3-2;Q9UPN3-3;Q9UPN3-4;Q9UPN3-5	MACF1_HUMAN	MACF1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	5.48671e+06
Q9UPN4;Q9UPN4-2;Q9UPN4-3	Q9UPN4;Q9UPN4-2;Q9UPN4-3	CP131_HUMAN	CEP131	Centrosomal protein of 131 kDa	365439
Q9UPN6	Q9UPN6	SCAF8_HUMAN	SCAF8	SR-related and CTD-associated factor 8	1.0471e+06
Q9UPN7	Q9UPN7	PP6R1_HUMAN	PPP6R1	Serine/threonine-protein phosphatase 6 regulatory subunit 1	482742
Q9UPN9	Q9UPN9;Q9UPN9-2	TRI33_HUMAN	TRIM33	E3 ubiquitin-protein ligase TRIM33	1.04958e+06
Q9UPP1;Q9UPP1-2	Q9UPP1;Q9UPP1-2;Q9UPP1-3;Q9UPP1-4;Q9UPP1-5	PHF8_HUMAN	PHF8	Histone lysine demethylase PHF8	225597
Q9UPQ0;Q9UPQ0-10;Q9UPQ0-2	Q9UPQ0;Q9UPQ0-2;Q9UPQ0-4;Q9UPQ0-10	LIMC1_HUMAN	LIMCH1	LIM and calponin homology domains-containing protein 1	2.6064e+06
Q9UPQ9;Q9UPQ9-1	Q9UPQ9;Q9UPQ9-1	TNR6B_HUMAN	TNRC6B	Trinucleotide repeat-containing gene 6B protein	249409
Q9UPR0;Q9UPR0-2;Q9UPR0-3	Q9UPR0;Q9UPR0-2;Q9UPR0-3	PLCL2_HUMAN	PLCL2	Inactive phospholipase C-like protein 2	312298
Q9UPR3	Q9UPR3	SMG5_HUMAN	SMG5	Protein SMG5	161622
Q9UPS8	Q9UPS8;Q9UPS8-2	ANR26_HUMAN	ANKRD26	Ankyrin repeat domain-containing protein 26	1.34337e+06
Q9UPT5;Q9UPT5-5;Q9UPT5-6	Q9UPT5;Q9UPT5-1;Q9UPT5-2;Q9UPT5-5;Q9UPT5-6	EXOC7_HUMAN	EXOC7	Exocyst complex component 7	789760
Q9UPT6	Q9UPT6	JIP3_HUMAN	MAPK8IP3	C-Jun-amino-terminal kinase-interacting protein 3	66434
Q9UPT8	Q9UPT8	ZC3H4_HUMAN	ZC3H4	Zinc finger CCCH domain-containing protein 4	889514
Q9UPT9;Q9UPT9-2	Q9UPT9;Q9UPT9-2	UBP22_HUMAN	USP22	Ubiquitin carboxyl-terminal hydrolase 22	16842
Q9UPU5	Q9UPU5	UBP24_HUMAN	USP24	Ubiquitin carboxyl-terminal hydrolase 24	2.2776e+06
Q9UPU7;Q9UPU7-2	Q9UPU7;Q9UPU7-2;Q9UPU7-3	TBD2B_HUMAN	TBC1D2B	TBC1 domain family member 2B	55635
Q9UPW0;Q9UPW0-2	Q9UPW0;Q9UPW0-2	FOXJ3_HUMAN	FOXJ3	Forkhead box protein J3	58899
Q9UPW5	Q9UPW5;Q9UPW5-2;Q9UPW5-3	CBPC1_HUMAN	AGTPBP1	Cytosolic carboxypeptidase 1	1.73563e+06
Q9UPY3;Q9UPY3-2	Q9UPY3;Q9UPY3-2	DICER_HUMAN	DICER1	Endoribonuclease Dicer	450229
Q9UPY5	Q9UPY5	XCT_HUMAN	SLC7A11	Cystine/glutamate transporter	300105
Q9UPY8;Q9UPY8-2	Q9UPY8;Q9UPY8-2	MARE3_HUMAN	MAPRE3	Microtubule-associated protein RP/EB family member 3	52399
Q9UPZ3;Q9UPZ3-2	Q9UPZ3;Q9UPZ3-2	HPS5_HUMAN	HPS5	Hermansky-Pudlak syndrome 5 protein	62391
Q9UPZ9;Q9UPZ9-2	Q9UPZ9;Q9UPZ9-2	CILK1_HUMAN	CILK1	Serine/threonine-protein kinase ICK	14435
Q9UQ13;Q9UQ13-2	Q9UQ13;Q9UQ13-2	SHOC2_HUMAN	SHOC2	Leucine-rich repeat protein SHOC-2	257757
Q9UQ16;Q9UQ16-2;Q9UQ16-3;Q9UQ16-4;Q9UQ16-5	P50570-3;P50570-4;Q9UQ16;Q9UQ16-2;Q9UQ16-3;Q9UQ16-4;Q9UQ16-5	DYN3_HUMAN	DNM3	Dynamin-3	569305
Q9UQ35	Q9UQ35	SRRM2_HUMAN	SRRM2	Serine/arginine repetitive matrix protein 2	5.98877e+06
Q9UQ49;Q9UQ49-2	Q9UQ49;Q9UQ49-2	NEUR3_HUMAN	NEU3	Sialidase-3	20954
