Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p65m150nlv18Zebra_DIA75msW83_TT0000230_B-A1_1_14631
Q06481;Q06481-2;Q06481-3;Q06481-4;Q06481-5;Q06481-6	Q06481;Q06481-2;Q06481-3;Q06481-4;Q06481-5;Q06481-6	APLP2_HUMAN	APLP2	Amyloid-like protein 2	16955
Q06546	Q06546	GABPA_HUMAN	GABPA	GA-binding protein alpha chain	121739
Q06587	Q06587;Q06587-2	RING1_HUMAN	RING1	E3 ubiquitin-protein ligase RING1	67559
Q06587;Q99496	Q99496;Q06587;Q06587-2	RING1_HUMAN;RING2_HUMAN	RING1;RNF2	E3 ubiquitin-protein ligase RING1	198065
Q06787;Q06787-3;Q06787-5	Q06787;Q06787-2;Q06787-3;Q06787-4;Q06787-5;Q06787-6;Q06787-7;Q06787-8;Q06787-9;Q06787-10;Q06787-11	FMR1_HUMAN	FMR1	Synaptic functional regulator FMR1	103908
Q06830	Q06830	PRDX1_HUMAN	PRDX1	Peroxiredoxin-1	3.46768e+06
Q06830;Q13162	Q06830;Q13162	PRDX1_HUMAN;PRDX4_HUMAN	PRDX1;PRDX4	Peroxiredoxin-1	1.58346e+06
Q07020	Q07020;Q07020-2	RL18_HUMAN	RPL18	60S ribosomal protein L18	3.92869e+06
Q07021	Q07021	C1QBP_HUMAN	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	1.29442e+06
Q07065	Q07065	CKAP4_HUMAN	CKAP4	Cytoskeleton-associated protein 4	605196
Q07157;Q07157-2	Q07157;Q07157-2	ZO1_HUMAN	TJP1	Tight junction protein ZO-1	108053
Q07283	Q14678;Q14678-2;Q07283	TRHY_HUMAN	TCHH	Trichohyalin	178017
Q07343;Q07343-3	Q07343;Q07343-2;Q07343-3;Q07343-4	PDE4B_HUMAN	PDE4B	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	191102
Q07343;Q07343-3;Q08499;Q08499-10;Q08499-11;Q08499-2;Q08499-6;Q08499-9	Q08499;Q08499-2;Q08499-6;Q08499-7;Q08499-9;Q08499-10;Q08499-11;Q08499-12;Q07343;Q07343-3	PDE4B_HUMAN;PDE4D_HUMAN	PDE4B;PDE4D	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	16984
Q07617	Q07617	SPAG1_HUMAN	SPAG1	Sperm-associated antigen 1	1.59577e+06
Q07666;Q07666-2	Q07666;Q07666-2;Q07666-3	KHDR1_HUMAN	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	2.10512e+06
Q07812;Q07812-2;Q07812-5;Q07812-8	Q07812;Q07812-2;Q07812-4;Q07812-5;Q07812-6;Q07812-7;Q07812-8	BAX_HUMAN	BAX	Apoptosis regulator BAX	544803
Q07817;Q07817-2;Q07817-3	Q07817;Q07817-2;Q07817-3	B2CL1_HUMAN	BCL2L1	Bcl-2-like protein 1	48986
Q07820	Q07820;Q07820-2	MCL1_HUMAN	MCL1	Induced myeloid leukemia cell differentiation protein Mcl-1	80300
Q07864	Q07864	DPOE1_HUMAN	POLE	DNA polymerase epsilon catalytic subunit A	38670
Q07866;Q07866-10;Q07866-2;Q07866-3;Q07866-4;Q07866-5;Q07866-6;Q07866-7;Q07866-8;Q07866-9	Q07866;Q07866-2;Q07866-3;Q07866-4;Q07866-5;Q07866-6;Q07866-7;Q07866-8;Q07866-9;Q07866-10	KLC1_HUMAN	KLC1	Kinesin light chain 1	125347
Q07866;Q07866-10;Q07866-2;Q07866-3;Q07866-4;Q07866-5;Q07866-6;Q07866-7;Q07866-8;Q07866-9;Q9H0B6	Q07866;Q07866-2;Q07866-3;Q07866-4;Q07866-5;Q07866-6;Q07866-7;Q07866-8;Q07866-9;Q07866-10;Q9H0B6;Q9H0B6-2	KLC1_HUMAN;KLC2_HUMAN	KLC1;KLC2	Kinesin light chain 1	166970
Q07866;Q07866-10;Q07866-2;Q07866-3;Q07866-4;Q07866-5;Q07866-6;Q07866-7;Q07866-8;Q07866-9;Q9H0B6;Q9NSK0;Q9NSK0-3	Q9NSK0;Q9NSK0-3;Q9NSK0-4;Q9NSK0-5;Q07866;Q07866-2;Q07866-3;Q07866-4;Q07866-5;Q07866-6;Q07866-7;Q07866-8;Q07866-9;Q07866-10;Q9H0B6;Q9H0B6-2	KLC1_HUMAN;KLC2_HUMAN;KLC4_HUMAN	KLC1;KLC2;KLC4	Kinesin light chain 1	141539
Q07866;Q07866-10;Q07866-2;Q07866-3;Q07866-4;Q07866-5;Q07866-6;Q07866-7;Q07866-8;Q07866-9;Q9NSK0;Q9NSK0-3	Q9NSK0;Q9NSK0-3;Q9NSK0-5;Q07866;Q07866-2;Q07866-3;Q07866-4;Q07866-5;Q07866-6;Q07866-7;Q07866-8;Q07866-9;Q07866-10;Q6P597;Q6P597-2;Q6P597-3	KLC1_HUMAN;KLC4_HUMAN	KLC1;KLC4	Kinesin light chain 1	76086
Q07889	Q07889	SOS1_HUMAN	SOS1	Son of sevenless homolog 1	398275
Q07889;Q07890;Q07890-2	Q07889;Q07889-2;Q07890;Q07890-2	SOS1_HUMAN;SOS2_HUMAN	SOS1;SOS2	Son of sevenless homolog 1	24607
Q07890;Q07890-2	Q07890;Q07890-2	SOS2_HUMAN	SOS2	Son of sevenless homolog 2	73076
Q07912;Q07912-3	Q07912;Q07912-3	ACK1_HUMAN	TNK2	Activated CDC42 kinase 1	131208
Q07954	Q07954	LRP1_HUMAN	LRP1	Prolow-density lipoprotein receptor-related protein 1	113706
Q07955	Q07955;Q07955-2;Q07955-3	SRSF1_HUMAN	SRSF1	Serine/arginine-rich splicing factor 1	2.3329e+06
Q07955;Q13242	Q13242;Q07955;Q07955-2;Q07955-3	SRSF1_HUMAN;SRSF9_HUMAN	SRSF1;SRSF9	Serine/arginine-rich splicing factor 1	191230
Q07960	Q07960	RHG01_HUMAN	ARHGAP1	Rho GTPase-activating protein 1	370744
Q08043	Q08043	ACTN3_HUMAN	ACTN3	Alpha-actinin-3	3.31299e+06
Q08050;Q08050-2;Q08050-3	Q08050;Q08050-2;Q08050-3	FOXM1_HUMAN	FOXM1	Forkhead box protein M1	207755
Q08117;Q08117-2	Q08117;Q08117-2	TLE5_HUMAN	TLE5	TLE family member 5	57262
Q08170	Q08170	SRSF4_HUMAN	SRSF4	Serine/arginine-rich splicing factor 4	418927
Q08170;Q13243;Q13247;Q13247-3	Q13243;Q13243-3;Q13247;Q13247-3;Q08170	SRSF4_HUMAN;SRSF5_HUMAN;SRSF6_HUMAN	SRSF4;SRSF5;SRSF6	Serine/arginine-rich splicing factor 4	3.01445e+06
Q08170;Q13247;Q13247-3	Q13247;Q13247-2;Q13247-3;Q08170	SRSF4_HUMAN;SRSF6_HUMAN	SRSF4;SRSF6	Serine/arginine-rich splicing factor 4	270306
Q08174;Q08174-2	Q08174;Q08174-2	PCDH1_HUMAN	PCDH1	Protocadherin-1	28139
Q08209;Q08209-2	Q08209;Q08209-2;Q08209-3;Q08209-5	PP2BA_HUMAN	PPP3CA	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	212610
Q08211	Q08211	DHX9_HUMAN	DHX9	ATP-dependent RNA helicase A	1.99718e+06
Q08257	Q08257;Q08257-3	QOR_HUMAN	CRYZ	Quinone oxidoreductase	1.26113e+06
Q08357	Q08357	S20A2_HUMAN	SLC20A2	Sodium-dependent phosphate transporter 2	27534
Q08378	Q08378;Q08378-2	GOGA3_HUMAN	GOLGA3	Golgin subfamily A member 3	322636
Q08379	Q08379	GOGA2_HUMAN	GOLGA2	Golgin subfamily A member 2	180318
Q08379;Q9NVV4-2	Q08379;Q08379-2;Q9NVV4-2	GOGA2_HUMAN;PAPD1_HUMAN	GOLGA2;MTPAP	Golgin subfamily A member 2	35257
Q08380	Q08380	LG3BP_HUMAN	LGALS3BP	Galectin-3-binding protein	142303
Q08426	Q08426;Q08426-2	ECHP_HUMAN	EHHADH	Peroxisomal bifunctional enzyme	98334
Q08495;Q08495-2;Q08495-3;Q08495-4	Q08495;Q08495-2;Q08495-3;Q08495-4	DEMA_HUMAN	DMTN	Dematin	100569
Q08499;Q08499-10;Q08499-11;Q08499-2;Q08499-6;Q08499-9	Q08499;Q08499-2;Q08499-3;Q08499-4;Q08499-5;Q08499-6;Q08499-8;Q08499-9;Q08499-10;Q08499-11	PDE4D_HUMAN	PDE4D	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	77493
Q08554;Q08554-2	Q08554;Q08554-2	DSC1_HUMAN	DSC1	Desmocollin-1	44043
Q08623;Q08623-3;Q08623-4	Q08623;Q08623-2;Q08623-3;Q08623-4	HDHD1_HUMAN	PUDP	Pseudouridine-5'-phosphatase	141825
Q08722;Q08722-2;Q08722-3;Q08722-4	Q08722;Q08722-2;Q08722-3;Q08722-4	CD47_HUMAN	CD47	Leukocyte surface antigen CD47	177245
Q08752	Q08752	PPID_HUMAN	PPID	Peptidyl-prolyl cis-trans isomerase D	150732
Q08945	Q08945	SSRP1_HUMAN	SSRP1	FACT complex subunit SSRP1	1.17327e+06
Q08AD1;Q08AD1-2;Q08AD1-3	Q08AD1;Q08AD1-2;Q08AD1-3	CAMP2_HUMAN	CAMSAP2	Calmodulin-regulated spectrin-associated protein 2	1.01664e+06
Q08AE8;Q08AE8-2;Q08AE8-3;Q08AE8-4;Q08AE8-5	Q08AE8;Q08AE8-5;Q08AE8-2;Q08AE8-3;Q08AE8-4	SPIR1_HUMAN	SPIRE1	Protein spire homolog 1	17875
Q08AF3	Q08AF3;Q08AF3-2	SLFN5_HUMAN	SLFN5	Schlafen family member 5	291592
Q08AF3;Q7Z7L1	Q08AF3;Q7Z7L1	SLFN5_HUMAN;SLN11_HUMAN	SLFN11;SLFN5	Schlafen family member 5	308619
Q08AG7	Q08AG7	MZT1_HUMAN	MZT1	Mitotic-spindle organizing protein 1	52260
Q08AM6	Q08AM6	VAC14_HUMAN	VAC14	Protein VAC14 homolog	128005
Q08J23	Q08J23;Q08J23-2;Q08J23-3	NSUN2_HUMAN	NSUN2	RNA cytosine C(5)-methyltransferase NSUN2	590276
Q09028;Q09028-3	Q09028;Q09028-2;Q09028-3;Q09028-4	RBBP4_HUMAN	RBBP4	Histone-binding protein RBBP4	464714
Q09028;Q09028-3;Q16576	Q09028;Q09028-2;Q09028-3;Q16576;Q16576-2	RBBP4_HUMAN;RBBP7_HUMAN	RBBP4;RBBP7	Histone-binding protein RBBP4	1.18206e+06
Q09161	Q09161	NCBP1_HUMAN	NCBP1	Nuclear cap-binding protein subunit 1	306483
Q09328	Q09328	MGT5A_HUMAN	MGAT5	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A	217210
Q09472	Q09472	EP300_HUMAN	EP300	Histone acetyltransferase p300	20556
Q09472;Q92793;Q92793-2	Q09472;Q92793;Q92793-2	CBP_HUMAN;EP300_HUMAN	CREBBP;EP300	Histone acetyltransferase p300	91264
Q09666	Q09666	AHNK_HUMAN	AHNAK	Neuroblast differentiation-associated protein AHNAK	4.49813e+06
Q0IIM8	Q0IIM8	TBC8B_HUMAN	TBC1D8B	TBC1 domain family member 8B	52849
Q0JRZ9	Q0JRZ9;Q0JRZ9-2;Q0JRZ9-3	FCHO2_HUMAN	FCHO2	F-BAR domain only protein 2	68967
Q0P6H9	Q0P6H9	TMM62_HUMAN	TMEM62	Transmembrane protein 62	46758
Q0PNE2;Q0PNE2-2	Q0PNE2;Q0PNE2-2	ELP6_HUMAN	ELP6	Elongator complex protein 6	111723
Q0VDF9	Q0VDF9	HSP7E_HUMAN	HSPA14	Heat shock 70 kDa protein 14	108118
Q0VDG4;Q0VDG4-2	Q0VDG4;Q0VDG4-2	SCRN3_HUMAN	SCRN3	Secernin-3	23518
Q0VG06;Q0VG06-3	Q0VG06;Q0VG06-3	FP100_HUMAN	FAAP100	Fanconi anemia core complex-associated protein 100	17856
Q10469	Q10469	MGAT2_HUMAN	MGAT2	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	325887
Q10471	Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2	574689
Q10471;Q8N4A0	Q10471;Q8N4A0;Q8N4A0-2	GALT2_HUMAN;GALT4_HUMAN	GALNT2;GALNT4	Polypeptide N-acetylgalactosaminyltransferase 2	227297
Q10472	Q10472	GALT1_HUMAN	GALNT1	Polypeptide N-acetylgalactosaminyltransferase 1	84448
Q10472;Q8IUC8	Q8IUC8;Q8IUC8-2;Q8IUC8-3;Q10472	GALT1_HUMAN;GLT13_HUMAN	GALNT1;GALNT13	Polypeptide N-acetylgalactosaminyltransferase 1	37085
Q10567;Q10567-2	Q10567;Q10567-2;Q10567-3;Q10567-4	AP1B1_HUMAN	AP1B1	AP-1 complex subunit beta-1	266708
Q10570	Q10570	CPSF1_HUMAN	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	415726
Q10589;Q10589-2	Q10589;Q10589-2	BST2_HUMAN	BST2	Bone marrow stromal antigen 2	242064
Q10713	Q10713;Q10713-2	MPPA_HUMAN	PMPCA	Mitochondrial-processing peptidase subunit alpha	444165
Q11206;Q11206-2;Q11206-3;Q11206-4;Q11206-5;Q11206-6;Q11206-7	Q11206;Q11206-2;Q11206-3;Q11206-4;Q11206-5;Q11206-6;Q11206-7	SIA4C_HUMAN	ST3GAL4	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4	22172
Q12756;Q12756-2;Q12756-3	Q12756;Q12756-2;Q12756-3	KIF1A_HUMAN	KIF1A	Kinesin-like protein KIF1A	711430
Q12765;Q12765-2	Q12765;Q12765-2	SCRN1_HUMAN	SCRN1	Secernin-1	94893
Q12768	Q12768	WASC5_HUMAN	WASHC5	WASH complex subunit 5	1.47948e+06
Q12769	Q12769;Q12769-2	NU160_HUMAN	NUP160	Nuclear pore complex protein Nup160	207095
Q12770;Q12770-2;Q12770-4	Q12770;Q12770-2;Q12770-4	SCAP_HUMAN	SCAP	Sterol regulatory element-binding protein cleavage-activating protein	25754
Q12774	Q12774;Q12774-2	ARHG5_HUMAN	ARHGEF5	Rho guanine nucleotide exchange factor 5	36577
Q12788	Q12788	TBL3_HUMAN	TBL3	Transducin beta-like protein 3	690595
Q12789	Q12789;Q12789-3	TF3C1_HUMAN	GTF3C1	General transcription factor 3C polypeptide 1	132046
Q12792	Q12792;Q12792-3;Q12792-4	TWF1_HUMAN	TWF1	Twinfilin-1	706213
Q12792;Q6IBS0	Q12792;Q12792-3;Q12792-4;Q9NR96-4;Q6IBS0	TWF1_HUMAN;TWF2_HUMAN	TWF1;TWF2	Twinfilin-1	116212
Q12797	Q12797;Q12797-10	ASPH_HUMAN	ASPH	Aspartyl/asparaginyl beta-hydroxylase	455006
Q12800	Q12800;Q12800-2;Q12800-3;Q12800-4	TFCP2_HUMAN	TFCP2	Alpha-globin transcription factor CP2	95629
Q12800;Q9NZI6	Q9NZI6;Q12800;Q12800-2;Q12800-3;Q12800-4	TF2L1_HUMAN;TFCP2_HUMAN	TFCP2;TFCP2L1	Alpha-globin transcription factor CP2	40095
Q12800;Q9NZI7	Q9NZI7;Q9NZI7-4;Q12800;Q12800-2;Q12800-3;Q12800-4	TFCP2_HUMAN;UBIP1_HUMAN	TFCP2;UBP1	Alpha-globin transcription factor CP2	62328
Q12802;Q12802-2;Q12802-4	Q12802;Q12802-2;Q12802-4	AKP13_HUMAN	AKAP13	A-kinase anchor protein 13	158985
Q12805;Q12805-2;Q12805-3;Q12805-4;Q12805-5	Q12805;Q12805-2;Q12805-3;Q12805-4;Q12805-5	FBLN3_HUMAN	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	198953
Q12824	Q12824;Q12824-2	SNF5_HUMAN	SMARCB1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	169812
Q12830;Q12830-2	Q12830;Q12830-2;Q12830-4	BPTF_HUMAN	BPTF	Nucleosome-remodeling factor subunit BPTF	420400
Q12841;Q12841-2	Q12841;Q12841-2	FSTL1_HUMAN	FSTL1	Follistatin-related protein 1	129781
Q12846	Q12846	STX4_HUMAN	STX4	Syntaxin-4	276277
Q12849	Q12849;Q12849-5	GRSF1_HUMAN	GRSF1	G-rich sequence factor 1	149559
Q12851;Q12851-2	Q12851;Q12851-2	M4K2_HUMAN	MAP4K2	Mitogen-activated protein kinase kinase kinase kinase 2	22688
Q12860;Q12860-2	Q12860;Q12860-2;Q12860-3	CNTN1_HUMAN	CNTN1	Contactin-1	27402
Q12872;Q12872-2	Q12872;Q12872-2	SFSWA_HUMAN	SFSWAP	Splicing factor, suppressor of white-apricot homolog	139064
Q12872;Q12872-2;Q92598;Q92598-2	Q92598;Q92598-2;Q92598-3;Q92598-4;Q12872;Q12872-2;Reverse_sp|Q8NB25|F184A_HUMAN;Reverse_sp|Q8NB25-2|F184A_HUMAN;Reverse_sp|Q8NB25-3|F184A_HUMAN;Reverse_sp|Q8NB25-4|F184A_HUMAN	HS105_HUMAN;SFSWA_HUMAN	HSPH1;SFSWAP	Splicing factor, suppressor of white-apricot homolog	57130
Q12873;Q12873-2;Q12873-3	Q12873;Q12873-2;Q12873-3	CHD3_HUMAN	CHD3	Chromodomain-helicase-DNA-binding protein 3	174564
Q12873;Q12873-2;Q12873-3;Q14839;Q14839-2	Q12873;Q12873-2;Q12873-3;Q14839;Q14839-2	CHD3_HUMAN;CHD4_HUMAN	CHD3;CHD4	Chromodomain-helicase-DNA-binding protein 3	66198
Q12873;Q12873-2;Q12873-3;Q14839;Q14839-2;Q8TDI0	Q12873;Q12873-2;Q12873-3;Q14839;Q14839-2;Q8TDI0	CHD3_HUMAN;CHD4_HUMAN;CHD5_HUMAN	CHD3;CHD4;CHD5	Chromodomain-helicase-DNA-binding protein 3	513509
Q12873;Q12873-2;Q12873-3;Q8TDI0	Q12873;Q12873-2;Q12873-3;Q8TDI0	CHD3_HUMAN;CHD5_HUMAN	CHD3;CHD5	Chromodomain-helicase-DNA-binding protein 3	30365
Q12874	Q12874	SF3A3_HUMAN	SF3A3	Splicing factor 3A subunit 3	187344
Q12882	Q12882	DPYD_HUMAN	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	41393
Q12888;Q12888-2;Q12888-3	Q12888;Q12888-2;Q12888-3	TP53B_HUMAN	TP53BP1	TP53-binding protein 1	183007
Q12893	Q12893	TM115_HUMAN	TMEM115	Transmembrane protein 115	80239
Q12894;Q12894-2	Q12894;Q12894-2	IFRD2_HUMAN	IFRD2	Interferon-related developmental regulator 2	143753
Q12899	Q12899	TRI26_HUMAN	TRIM26	Tripartite motif-containing protein 26	100960
Q12904;Q12904-2	Q12904;Q12904-2	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	622069
Q12905	Q12905	ILF2_HUMAN	ILF2	Interleukin enhancer-binding factor 2	1.13945e+06
Q12906	Q12906;Q12906-2;Q12906-3;Q12906-4;Q12906-5;Q12906-6;Q12906-7	ILF3_HUMAN	ILF3	Interleukin enhancer-binding factor 3	2.47445e+06
Q12906;Q96SI9;Q96SI9-2	Q96SI9;Q96SI9-2;Q12906;Q12906-2;Q12906-3;Q12906-4;Q12906-5;Q12906-6;Q12906-7	ILF3_HUMAN;STRBP_HUMAN	ILF3;STRBP	Interleukin enhancer-binding factor 3	269626
Q12907	Q12907	LMAN2_HUMAN	LMAN2	Vesicular integral-membrane protein VIP36	976775
Q12913	Q12913	PTPRJ_HUMAN	PTPRJ	Receptor-type tyrosine-protein phosphatase eta	82197
Q12926;Q12926-2	Q12926;Q12926-2	ELAV2_HUMAN	ELAVL2	ELAV-like protein 2	114626
Q12926;Q12926-2;Q15717;Q15717-2	P26378;P26378-1;P26378-2;P26378-3;P26378-4;P26378-5;Q12926;Q12926-2;Q15717;Q15717-2	ELAV1_HUMAN;ELAV2_HUMAN	ELAVL1;ELAVL2	ELAV-like protein 2	477805
Q12931;Q12931-2	Q12931;Q12931-2	TRAP1_HUMAN	TRAP1	Heat shock protein 75 kDa, mitochondrial	4.63323e+06
Q12933;Q12933-2;Q12933-3;Q12933-4	Q12933;Q12933-2;Q12933-3;Q12933-4	TRAF2_HUMAN	TRAF2	TNF receptor-associated factor 2	133717
Q12948	Q12948	FOXC1_HUMAN	FOXC1	Forkhead box protein C1	50552
Q12950;Q3SYB3;Q5VV16;Q8WXT5	Q8WXT5;Q3SYB3;Q12950;Q5VV16	FOXD4_HUMAN;FX4L4_HUMAN;FX4L5_HUMAN;FX4L6_HUMAN	FOXD4;FOXD4L4;FOXD4L5;FOXD4L6	Forkhead box protein D4	80389
Q12955	Q12955	ANK3_HUMAN	ANK3	Ankyrin-3	61427
Q12959;Q12959-2;Q12959-3;Q12959-4;Q12959-5;Q12959-6;Q12959-7	Q12959;Q12959-2;Q12959-3;Q12959-4;Q12959-5;Q12959-6;Q12959-7	DLG1_HUMAN	DLG1	Disks large homolog 1	233609
Q12959;Q12959-2;Q12959-3;Q12959-4;Q12959-5;Q12959-6;Q12959-7;Q92796;Q92796-2;Q92796-3	Q12959;Q12959-2;Q12959-3;Q12959-4;Q12959-5;Q12959-6;Q12959-7;Q12959-8;Q12959-9;Q15700;Q15700-2;Q15700-3;Q15700-4;Q15700-5;Q92796;Q92796-2;Q92796-3	DLG1_HUMAN;DLG3_HUMAN	DLG1;DLG3	Disks large homolog 1	139348
Q12962	Q12962	TAF10_HUMAN	TAF10	Transcription initiation factor TFIID subunit 10	52100
Q12965	Q12965	MYO1E_HUMAN	MYO1E	Unconventional myosin-Ie	545423
Q12968;Q12968-2;Q12968-3;Q12968-4;Q12968-5;Q12968-6	Q12968;Q12968-2;Q12968-3;Q12968-4;Q12968-5;Q12968-6	NFAC3_HUMAN	NFATC3	Nuclear factor of activated T-cells, cytoplasmic 3	116451
Q12972	Q12972;Q12972-2	PP1R8_HUMAN	PPP1R8	Nuclear inhibitor of protein phosphatase 1	178416
Q12974	Q12974;Q12974-2;Q12974-4	TP4A2_HUMAN	PTP4A2	Protein tyrosine phosphatase type IVA 2	223057
Q12974;Q93096	Q93096;Q12974;Q12974-3	TP4A1_HUMAN;TP4A2_HUMAN	PTP4A1;PTP4A2	Protein tyrosine phosphatase type IVA 2	495633
Q12979;Q12979-2;Q12979-4	Q12979;Q12979-2;Q12979-4	ABR_HUMAN	ABR	Active breakpoint cluster region-related protein	130852
Q12980	Q12980	NPRL3_HUMAN	NPRL3	GATOR complex protein NPRL3	21697
Q12981;Q12981-1	Q12981;Q12981-2;Q12981-1;Q12981-3	SEC20_HUMAN	BNIP1	Vesicle transport protein SEC20	125812
Q12982;Q12982-2	Q12982;Q12982-2	BNIP2_HUMAN	BNIP2	BCL2/adenovirus E1B 19 kDa protein-interacting protein 2	110966
Q12986	Q12986	NFX1_HUMAN	NFX1	Transcriptional repressor NF-X1	129286
Q12996	Q12996	CSTF3_HUMAN	CSTF3	Cleavage stimulation factor subunit 3	252398
Q13007;Q13007-2;Q13007-3	Q13007;Q13007-2;Q13007-3	IL24_HUMAN	IL24	Interleukin-24	22387
Q13011	Q13011	ECH1_HUMAN	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	629434
Q13017;Q13017-2	Q13017;Q13017-2	RHG05_HUMAN	ARHGAP5	Rho GTPase-activating protein 5	42576
Q13029;Q13029-2;Q13029-3;Q13029-5	Q13029;Q13029-2;Q13029-3;Q13029-5	PRDM2_HUMAN	PRDM2	PR domain zinc finger protein 2	107622
Q13033;Q13033-2	Q13033;Q13033-2	STRN3_HUMAN	STRN3	Striatin-3	92376
Q13033;Q13033-2;Q9NRL3;Q9NRL3-3	Q13033;Q13033-2;Q9NRL3;Q9NRL3-3	STRN3_HUMAN;STRN4_HUMAN	STRN3;STRN4	Striatin-3	50739
Q13042;Q13042-2;Q13042-3	Q13042;Q13042-2;Q13042-3;Q13042-4	CDC16_HUMAN	CDC16	Cell division cycle protein 16 homolog	138535
Q13043	Q13043;Q13043-2	STK4_HUMAN	STK4	Serine/threonine-protein kinase 4	486675
Q13043;Q13188;Q13188-2	Q13043;Q13043-2;Q13188;Q13188-2	STK3_HUMAN;STK4_HUMAN	STK3;STK4	Serine/threonine-protein kinase 4	65202
Q13045	Q13045;Q13045-2;Q13045-3	FLII_HUMAN	FLII	Protein flightless-1 homolog	1.60545e+06
Q13049	Q13049	TRI32_HUMAN	TRIM32	E3 ubiquitin-protein ligase TRIM32	263625
Q13057;Q13057-2	Q13057;Q13057-2	COASY_HUMAN	COASY	Bifunctional coenzyme A synthase	400430
Q13077;Q13077-2	Q13077;Q13077-2	TRAF1_HUMAN	TRAF1	TNF receptor-associated factor 1	1.39425e+06
Q13084	Q13084	RM28_HUMAN	MRPL28	39S ribosomal protein L28, mitochondrial	292850
Q13085;Q13085-4	Q13085;Q13085-2;Q13085-3;Q13085-4	ACACA_HUMAN	ACACA	Acetyl-CoA carboxylase 1	218700
Q13098;Q13098-5;Q13098-7	Q13098;Q13098-5;Q13098-6;Q13098-7	CSN1_HUMAN	GPS1	COP9 signalosome complex subunit 1	192501
Q13107;Q13107-2	Q13107;Q13107-2	UBP4_HUMAN	USP4	Ubiquitin carboxyl-terminal hydrolase 4	37666
Q13111	Q13111;Q13111-2;Q13111-3	CAF1A_HUMAN	CHAF1A	Chromatin assembly factor 1 subunit A	69414
Q13112	Q13112	CAF1B_HUMAN	CHAF1B	Chromatin assembly factor 1 subunit B	75697
Q13123	Q13123	RED_HUMAN	IK	Protein Red	490218
Q13126	Q13126;Q13126-2;Q13126-3;Q13126-4;Q13126-5;Q13126-6;Q13126-7	MTAP_HUMAN	MTAP	S-methyl-5'-thioadenosine phosphorylase	432171
Q13129	Q13129	RLF_HUMAN	RLF	Zinc finger protein Rlf	333894
Q13131;Q13131-2	Q13131;Q13131-2	AAPK1_HUMAN	PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1	127966
Q13136	Q13136;Q13136-2	LIPA1_HUMAN	PPFIA1	Liprin-alpha-1	155861
Q13137;Q13137-2;Q13137-3;Q13137-4;Q13137-5	Q13137;Q13137-2;Q13137-3;Q13137-4;Q13137-5	CACO2_HUMAN	CALCOCO2	Calcium-binding and coiled-coil domain-containing protein 2	123914
Q13144	Q13144	EI2BE_HUMAN	EIF2B5	Translation initiation factor eIF-2B subunit epsilon	119403
Q13148	Q13148	TADBP_HUMAN	TARDBP	TAR DNA-binding protein 43	389747
Q13151	Q13151	ROA0_HUMAN	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	1.28334e+06
Q13153;Q13153-2	Q13153;Q13153-2	PAK1_HUMAN	PAK1	Serine/threonine-protein kinase PAK 1	16312
Q13153;Q13153-2;Q13177	O75914;O75914-2;O75914-3;O75914-4;Q13177;Q13153;Q13153-2	PAK1_HUMAN;PAK2_HUMAN	PAK1;PAK2	Serine/threonine-protein kinase PAK 1	150132
Q13155	Q13155;Q13155-2	AIMP2_HUMAN	AIMP2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	806788
Q13158	Q13158	FADD_HUMAN	FADD	FAS-associated death domain protein	99251
Q13162	Q13162	PRDX4_HUMAN	PRDX4	Peroxiredoxin-4	1.15451e+06
Q13163;Q13163-2;Q13163-3;Q13163-4	Q13163;Q13163-2;Q13163-3;Q13163-4	MP2K5_HUMAN	MAP2K5	Dual specificity mitogen-activated protein kinase kinase 5	55751
Q13164;Q13164-3	Q13164;Q13164-2;Q13164-3;Q13164-4	MK07_HUMAN	MAPK7	Mitogen-activated protein kinase 7	24180
Q13177	Q13177	PAK2_HUMAN	PAK2	Serine/threonine-protein kinase PAK 2	465419
